item_id,label,is_leaf_label,latent_idx,rank_within_label,inclusion_frequency,abs_cohens_d,evidence_class,behavior_component_id,behavior_component,representation_component_id,representation_component,grouping_status,short_name,primary_explanation,candidate_behavioral_explanation,representative_evidence,alternative_explanations,possible_confounds,limitations,card_confidence,model_reported_support_fraction,coding_provenance,grouping_provenance
RE_10181,RE,False,10181,11,1.0,0.63661695,behavioral_function,ambivalence_reflection,矛盾与双面反映,ambivalence_reflection,矛盾与双面反映,assigned_behavior_component,therapeutic reflection on ambivalence,"The sentences predominantly reflect a therapeutic or counseling discourse where the speaker (likely a clinician) reflects back the client's mixed feelings, concerns, or progress regarding health behaviors (e.g., substance use, diet, exercise) and social relationships, often using tentative language like 'kind of', 'a little', 'sounds like', and 'I hear you'.","The primary behavioral function is reflective listening and motivational interviewing, where the clinician summarizes, validates, and gently challenges the client's ambivalence to promote behavior change.",s001: so some of the negative things would be it's a impact on your health right the the smell clothes and so forth and then there's a lot of kind of social pushback || s011: okay I hear you so on one hand you feel confident that you're able to manage this home course load and the stress level and on the other hand you're unsure because you don't have the same social support it's like you did back home,"The sentences could be from a health coaching session focusing on behavior change, with the clinician using open-ended questions and affirmations. | Alternatively, they might represent a mix of client and clinician turns in a counseling session, where the pattern is the conversational structure of motivational interviewing.","The dataset may include both clinician and client utterances, making it hard to isolate a single speaker's pattern. | Some sentences are incomplete or fragmented due to transcription artifacts, obscuring the intended function.","A few sentences (e.g., s013, s017, s024, s039) do not clearly fit the therapeutic reflection pattern, possibly due to transcription errors or different contexts. | The pattern is inferred from content and discourse markers, but without speaker labels, the behavioral function remains somewhat speculative.",4,0.92,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_31133,RE,False,31133,12,1.0,0.6349244,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,sounds_like_reflection,"The majority of sentences use the construction 'it sounds like' or 'that sounds like' to reflect or paraphrase the speaker's understanding of the interlocutor's situation, often in a therapeutic or counseling context.","The sentences function as reflective listening statements, where the speaker mirrors or summarizes what the other person has said to show understanding and encourage further discussion.",s003: It does sound like something pretty significant happened that sort of  Freaked everybody out. || s008: and it sounds like you're your wife and your kids are very important to you and that is that for the reason why you're here,"The pattern may be a surface artifact of transcription conventions in therapy sessions, where 'sounds like' is a common discourse marker. | The sentences could be interpreted as evaluative statements where the speaker judges the interlocutor's situation, but the reflective function is more prominent.","The dataset may be drawn from a specific domain (e.g., counseling) where reflective listening is prevalent, limiting generalizability. | Some sentences use 'seems like' instead of 'sounds like', which may indicate a different but related pattern.",The analysis is based solely on text without prosodic or contextual cues that could clarify function. | Outlier sentences may represent different sub-patterns or noise in the data.,4,0.86,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_15068,RE,False,15068,13,1.0,0.634514,linguistic_structure,,,it_evaluative_construction,it 引导的评价结构,assigned_nonbehavior_component,it-cleft and evaluative stance,"The majority of sentences use an 'it is/feels/sounds/looks like' structure to express an evaluation, opinion, or reflection about a situation, often in a therapeutic or advisory context. The pattern involves a dummy subject 'it' followed by a copula or perception verb and an evaluative complement.","The sentences function as reflective statements, often summarizing, validating, or reframing the interlocutor's experience, typical of counseling or motivational interviewing.",s003: yeah and it got the feeling that it's something that you want to think about that this is a really big decision and it's not one that you're gonna make in a hurry || s016: so it sounds like it's a way to relax it's a way to socialize with your friends from work and it's hard to imagine what it would be like for you at work if you couldn't go outside and smoke,"The sentences may be part of a motivational interviewing script, with frequent use of reflective listening and affirmation. | The pattern could be a transcription artifact where speakers use 'it' as a filler or discourse marker without specific referent.","The sentences come from a single conversation or domain (e.g., health behavior change), which may inflate the apparent pattern. | The 'it' structure may be overrepresented due to the topic (e.g., discussing smoking, drinking, dental care).","Some sentences (e.g., s020, s035) have less clear 'it' structures but still fit the evaluative stance. | The behavioral function is inferred from context but not explicitly confirmed.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_26800,RE,False,26800,14,1.0,0.62815595,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,therapist_reflection_pattern,"The majority of sentences follow a pattern where the speaker (likely a therapist or counselor) reflects back or interprets the client's statements using phrases like 'sounds like', 'it seems like', 'clearly', or 'obviously', followed by a summary of the client's situation or feelings. This pattern serves to validate the client's experience and encourage further discussion.","The primary behavioral function is reflective listening or empathic reflection, a common therapeutic technique used to show understanding and to help the client articulate their thoughts and feelings.",s002: you obviously know yourself pretty well || s011: Wow okay so it sounds like you're feeling pretty confident after our discussion,"The pattern could be a linguistic template used in motivational interviewing, where the therapist uses reflective statements to build rapport and elicit change talk. | Alternatively, the pattern might be a surface artifact of a specific therapy session transcript where the therapist consistently uses 'sounds like' as a discourse marker.","The sentences may come from multiple therapy sessions with different clients, but the reflective pattern remains consistent. | Some sentences (e.g., s025) are client utterances, which could indicate that the dataset includes both therapist and client speech, but the pattern is predominantly therapist reflections.",The analysis is based solely on the provided sentences without context of the full conversation. | The pattern may not generalize to other therapy contexts or datasets.,4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_11405,RE,False,11405,15,1.0,0.615395,behavioral_function,directive_risk_guidance,直接建议与风险反馈,directive_risk_guidance,直接建议与风险反馈,assigned_behavior_component,second-person advice and reflection,"The sentences predominantly use second-person 'you' to address the listener directly, often in contexts of giving advice, reflecting on personal habits, or discussing health-related risks and changes. The pattern includes frequent discourse markers like 'you know' and 'so', and a mix of declarative and interrogative structures that engage the listener in a conversational, therapeutic, or coaching tone.","The sentences appear to function as advice-giving, reflective questioning, or motivational interviewing, likely from a counselor or coach to a client, focusing on behavior change (e.g., smoking, chewing tobacco, drinking, safety).","s002: Well, you know, you're doing good but don't forget what we talked about today, okay, about your chew tobacco and your mouth || s007: There's all these risks that you're putting yourself in","The sentences could be part of a therapeutic or counseling session transcript, with the speaker using reflective listening and open-ended questions. | Alternatively, they might represent a coaching or motivational interviewing style focused on behavior change, with frequent use of 'you' to personalize the message.","The sentences are extracted from a larger conversation, so the pattern may be influenced by the specific dialogue context (e.g., health intervention). | Some sentences include first-person narratives (e.g., s001, s011) that could be from the client rather than the counselor, mixing perspectives.","The analysis is based solely on text without prosodic or contextual cues, which could affect interpretation of function. | The sample may not represent all discourse functions present in the full conversation.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_20436,RE,False,20436,16,1.0,0.61355853,behavioral_function,ambivalence_reflection,矛盾与双面反映,ambivalence_reflection,矛盾与双面反映,assigned_behavior_component,ambivalence_reflection,"The sentences predominantly reflect a therapist or counselor summarizing a client's ambivalence, using contrastive discourse markers like 'on one hand... on the other hand' or 'but' to highlight conflicting feelings or thoughts.","The primary behavioral function is reflective listening and validation, where the speaker mirrors the client's internal conflict to foster insight and exploration.",s001: okay so on one hand you feel like it would be a relief to be less stressed and overwhelmed about your schoolwork and then on the other hand you feel like you just don't have time to go to counseling because you have so much work to do || s004: okay I hear you so on one hand you feel confident that you're able to manage this home course load and the stress level and on the other hand you're unsure because you don't have the same social support it's like you did back home,"The sentences could be seen as a collection of motivational interviewing reflections, focusing on change talk and sustain talk. | Alternatively, they might represent a therapeutic technique of summarizing client statements to build rapport and clarify issues.","The sentences are drawn from a therapeutic context, which may introduce a consistent reflective style that is not a stable pattern of the text feature itself. | Some sentences (e.g., s008, s009, s016, s017, s018, s029, s031, s035, s036, s046, s047, s048, s049) are less clearly ambivalent but still fit the reflective summary pattern.","The analysis is based on a single set of sentences without metadata about the original task or speaker roles. | The pattern may be an artifact of the data collection process (e.g., therapist utterances in a corpus).",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_2995,RE,False,2995,17,1.0,0.6080913,unclear_or_mixed,,,mixed_counseling_discourse,混合型咨询话语,assigned_nonbehavior_component,counseling_dialogue_mixed,"The sentences appear to be from a counseling or healthcare dialogue, characterized by frequent use of discourse markers (e.g., 'um', 'yeah', 'so', 'I mean'), second-person address ('you'), and expressions of empathy, advice, or reflection. The pattern is a mix of therapist/healthcare provider statements and client/patient responses, but no single behavioral function or linguistic structure dominates across all sentences.",The available sentences do not support a stable behavioral-function interpretation.,s002: this is a big stuff for you I know I'm it's hard to make a step like this || s006: well I don't mean to be evasive about this but I just I want to know what do you think you should do in this situation,"The sentences could be from a motivational interviewing session, with many examples of reflective listening and open-ended questions. | Alternatively, they might be from a general conversation about health behavior change, with both provider and patient turns.","The sentences are decontextualized, making it hard to distinguish speaker roles. | Transcription artifacts (e.g., 'um', 'yeah') may overrepresent discourse markers.","No single pattern covers all sentences; some are questions, some are statements, some are advice. | The mix of topics (dental, exercise, drinking, etc.) suggests multiple sub-dialogues.",3,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_1211,RE,False,1211,18,1.0,0.5932429,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,therapist_reframing_and_summarizing,"The sentences predominantly function as therapist or counselor utterances that summarize, reframe, or validate a client's reported experiences, often using 'so', 'okay', 'it sounds like', or 'what I hear you saying' to introduce a restatement or interpretation of the client's situation.","The primary behavioral function is reflective listening and summarizing, a core therapeutic technique used to demonstrate understanding and encourage further disclosure.",s001: and so you've been avoiding food like this for so long that it totally makes sense that you're feeling fear || s003: so it sounds like you have a large workload and you already have a lot on your plate and now your parents are nagging you about going to counseling,"The sentences could be seen as a collection of motivational interviewing techniques, including affirmations and reflections. | Alternatively, they might represent a data annotation artifact where all sentences are from a single therapy session transcript, leading to uniform discourse style.","All sentences are from a single domain (therapy/counseling), so the pattern may not generalize to other contexts. | The pattern is heavily reliant on discourse markers like 'so' and 'okay', which could be an artifact of the transcription style.","The analysis does not account for the client's responses, which are absent from the sample. | Some sentences (e.g., s020) are direct questions, which slightly differ from the summarizing pattern but still serve a therapeutic function.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_12852,RE,False,12852,19,1.0,0.58899,behavioral_function,ambivalence_reflection,矛盾与双面反映,ambivalence_reflection,矛盾与双面反映,assigned_behavior_component,therapeutic reflection and advice,"The sentences predominantly feature a therapist or counselor reflecting the client's statements, summarizing ambivalence, or offering advice, often using 'so', 'okay', 'you feel', and 'it sounds like'.","The primary behavioral function is reflective listening and motivational interviewing, where the speaker mirrors the client's experiences and gently guides toward change.",s002: okay so on one hand you feel like it would be a relief to be less stressed and overwhelmed about your schoolwork and then on the other hand you feel like you just don't have time to go to counseling because you have so much work to do || s010: so what I know of you is that when you're faced with a tough challenge like a divorce you rise to the occasion and you manage to get through it and you come out on top,"The sentences could be part of a structured interview or assessment where the interviewer summarizes client responses. | The pattern may reflect a specific therapeutic modality like cognitive-behavioral therapy, focusing on identifying thoughts and behaviors.","Some sentences are direct advice or rules (e.g., s007, s050), which differ from reflective statements. | A few sentences are incomplete or fragmented (e.g., s026, s042), possibly due to transcription errors.","Outlier sentences include direct advice, questions about past, and incomplete thoughts, which do not fit the reflective pattern. | The dataset may mix different speakers or contexts, reducing pattern consistency.",4,0.66,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_17861,RE,False,17861,20,1.0,0.5859378,linguistic_structure,,,second_person_evaluation,第二人称评价与经历陈述,assigned_nonbehavior_component,second-person statements about personal experiences,"The sentences predominantly use second-person 'you' to describe the addressee's actions, feelings, or states, often in a conversational or therapeutic context. The pattern is a stable linguistic structure of addressing the listener directly.",The available sentences do not support a stable behavioral-function interpretation.,s001: you keep throwing wine into the conversation || s008: you look really healthy good very healthy,The sentences may reflect a therapeutic or coaching discourse where the speaker reflects or summarizes the client's statements. | The pattern could be a transcription artifact from a conversation where the speaker frequently uses 'you' to engage the listener.,"The sentences are extracted from a larger conversation, so the pattern may be influenced by the dialogue context. | Some sentences include discourse markers like 'okay so' or 'and' that are typical of spoken language.","The pattern is purely structural and does not capture the variety of topics or functions across sentences. | Some sentences are incomplete or contain disfluencies, which may affect pattern detection.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_16292,RE,False,16292,21,1.0,0.58551246,behavioral_function,reflective_reformulation,反映式重构与总结,reflective_reformulation,反映式重构与总结,assigned_behavior_component,therapist_reflection_pattern,"The majority of sentences use the discourse marker 'so it sounds like' or 'it sounds like' to reflect or paraphrase the speaker's (client's) statements, functioning as a therapeutic reflection or summarizing technique.","The sentences serve as reflective listening or paraphrasing, a common therapeutic technique to show understanding and encourage elaboration.",s011: so Jane it sounds like you're angry with your supervisor || s018: so it sounds like you really want to go to Black Friday with your friends you're feeling a little anxious about it,"The sentences may be part of a medical or counseling intake interview, where the speaker summarizes or checks understanding of patient information. | The pattern could be a linguistic template used by a specific speaker or in a specific context, such as a therapy session transcript.","Some sentences use 'it looks like' instead of 'it sounds like', which may indicate a different function (e.g., factual verification vs. reflective listening). | A few sentences are incoherent or contain transcription errors, making pattern identification difficult.","The outlier sentences (e.g., s001, s002, s016) do not fit the reflective pattern and may represent different discourse functions. | The dataset may be drawn from multiple contexts or speakers, reducing pattern stability.",4,0.84,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_20808,RE,False,20808,22,0.99,0.58335435,linguistic_structure,,,second_person_evaluation,第二人称评价与经历陈述,assigned_nonbehavior_component,second-person address,"All sentences begin with or contain the second-person pronoun 'you', often followed by a verb phrase, forming direct address or statements about the addressee. This pattern is consistent across the majority of sentences, though some include discourse markers like 'you know' or contractions like 'you're'.","The sentences appear to function as conversational turns in a dialogue, likely from a counseling or medical interview context, where the speaker addresses the listener directly, making observations, asking questions, or giving advice.",s002: You've gotten pretty isolated. || s011: You're putting yourself at risk for all these other diseases,"The sentences may reflect a therapeutic or counseling discourse where the speaker reflects the client's feelings or behaviors. | The sentences could be from a health advice or motivational interviewing context, focusing on the addressee's habits or health.","The dataset may be sampled from a specific genre (e.g., therapy transcripts) where second-person address is common. | Some sentences are fragments or contain disfluencies (e.g., s026, s038) that may reflect spoken language artifacts.","The pattern is purely structural; behavioral function is inferred but not strongly evidenced. | Some sentences are incomplete or ambiguous (e.g., s016, s026), making interpretation less certain.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_22558,RE,False,22558,23,0.99,0.57388854,behavioral_function,emotion_focused_reflection,情绪与压力反映,emotion_focused_reflection,情绪与压力反映,assigned_behavior_component,therapist reflection with 'pretty',"The sentences predominantly consist of therapist-like reflective statements that summarize or validate a client's reported experience, frequently using the intensifier 'pretty' (e.g., 'pretty confident', 'pretty frustrated', 'pretty important'). The pattern involves a discourse marker (e.g., 'okay so', 'so it sounds like') followed by a paraphrase of the client's state, often with an affective or evaluative adjective modified by 'pretty'.","The sentences appear to serve a therapeutic reflective listening function, where the speaker mirrors the client's feelings or situation to show understanding and encourage further disclosure.",s001: Wow okay so it sounds like you're feeling pretty confident after our discussion || s003: okay so it feels like you're having trouble fitting exercise into your schedule and you're starting to feel pretty discouraged and frustrated,"The pattern may be a linguistic template used in motivational interviewing, where the therapist uses 'okay so' and 'sounds like' to introduce reflections. | The frequent use of 'pretty' could be a conversational filler or hedging device rather than a deliberate therapeutic technique. | Some sentences may be from a client rather than a therapist, as in s041 and s046, which express personal feelings without reflective framing.","The dataset may mix therapist and client utterances, as some sentences (e.g., s041, s046) appear to be from a client's perspective. | The presence of incomplete sentences (s007, s008) and transcription artifacts may obscure the pattern. | The word 'pretty' is polysemous; in some contexts it may mean 'attractive' rather than 'fairly'.","The behavioral function interpretation relies on pragmatic inference; without context, the exact role of each utterance is uncertain. | Outliers include narrative, question, and direct quote sentences that do not fit the reflective pattern.",4,0.72,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
