item_id,label,is_leaf_label,latent_idx,rank_within_label,inclusion_frequency,abs_cohens_d,evidence_class,behavior_component_id,behavior_component,representation_component_id,representation_component,grouping_status,short_name,primary_explanation,candidate_behavioral_explanation,representative_evidence,alternative_explanations,possible_confounds,limitations,card_confidence,model_reported_support_fraction,coding_provenance,grouping_provenance
RE_111,RE,False,111,26,0.99,0.5682712,linguistic_structure,,,it_evaluative_construction,it 引导的评价结构,assigned_nonbehavior_component,it-cleft and discourse marker 'so',"The majority of sentences begin with 'it' as a dummy subject (e.g., 'It sounds like', 'It's', 'It measures') or start with discourse markers like 'so' or 'okay so', often followed by a clause summarizing or reflecting the interlocutor's situation. This pattern suggests a reflective or summarizing discourse function.","The sentences appear to function as reflections, summaries, or confirmations of the interlocutor's statements, common in therapeutic or counseling contexts.",s005: So it sounds that you have been dealing with this for a while? || s030: Wow okay so it sounds like you're feeling pretty confident after our discussion,"The sentences may be from a medical or counseling dialogue, as many refer to health behaviors (e.g., smoking, drinking, exercise). | The pattern could be an artifact of transcription, where speakers use fillers like 'so' and 'okay' frequently.","The dataset may be drawn from a single domain (e.g., motivational interviewing), biasing the discourse markers and reflective structure. | The dummy 'it' pattern is extremely common in English, so the pattern may be too broad to be distinctive.","Some sentences (e.g., s028 'It's Friday') are simple statements that fit the dummy 'it' pattern but lack the reflective function. | The analysis does not account for sentence length or specific lexical choices beyond the initial structure.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_9537,RE,False,9537,30,0.98,0.5517469,linguistic_structure,,,so_discourse_launch,so 引导的话语启动结构,assigned_nonbehavior_component,so-initial discourse marker,"The majority of sentences begin with the discourse marker 'so', often followed by a question, summary, or directive, indicating a conversational turn-taking or topic-continuation function. This pattern is consistent across diverse topics and contexts.","The sentences appear to function as conversational initiations or continuations, often in therapeutic or advisory settings, using 'so' to link to prior discourse or to introduce a new focus.",s010: So what's that mean to you to hear that it's a problem. || s024: So what do you think will help,"The sentences may represent a specific genre of clinical or counseling dialogue, where 'so' is used to transition between topics or to prompt patient reflection. | The pattern could be an artifact of transcription, where 'so' is used to mark the beginning of a speaker's turn in a conversation.","The dataset may be drawn from a single domain (e.g., therapy sessions) where 'so' is a common discourse marker, limiting generalizability. | Some sentences (e.g., s005, s006) have non-standard punctuation or spelling, but still follow the 'so' pattern.","The analysis does not capture the full pragmatic function of each sentence beyond the initial 'so'. | Some sentences (e.g., s001) have complex structures that may not be fully explained by the 'so' pattern alone.",5,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_8034,RE,False,8034,34,0.95,0.53261125,linguistic_structure,,,reflection_surface_template,反映式表层模板,assigned_nonbehavior_component,okay_so_it_sounds_like,"A majority of sentences begin with 'okay so it sounds like' or a close variant, followed by a reflective summary or interpretation of the interlocutor's situation, often in a therapeutic or counseling context.","The sentences function as reflective listening or summarizing statements, common in motivational interviewing or therapy, where the speaker mirrors or checks understanding of the other person's experience.",s004: Wow okay so it sounds like you're feeling pretty confident after our discussion || s009: okay so it feels like you're having trouble fitting exercise into your schedule and you're starting to feel pretty discouraged and frustrated,The sentences may be part of a structured interview or questionnaire where the interviewer paraphrases responses. | The pattern could reflect a conversational routine in a specific domain like health coaching or addiction counseling.,"The dataset may be drawn from a single conversation or transcript, artificially inflating the pattern's prevalence. | Some sentences (e.g., s028, s030) lack the 'okay so' opener but still fit the reflective function, suggesting the pattern is not perfectly uniform.","The analysis is based solely on surface form; deeper pragmatic function may vary across sentences. | Without context, it is unclear whether all sentences are from the same speaker or interaction.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_26869,RE,False,26869,35,0.99,0.5273536,surface_artifact,,,,,nonbehavior_isolated_or_unresolved,possessive_clitic_errors,"Many sentences contain a possessive clitic ('s) that is incorrectly attached to a noun that should be plural or is used in a context where a plural or possessive is ambiguous, often resulting in ungrammatical or semantically odd constructions (e.g., 'your wife's foot feeding you', 'your son's always healthy', 'your blood Sugar's under control').",The available sentences do not support a stable behavioral-function interpretation.,s006: your wife's foot feeding you huh || s009: so your husband's always expand your clumsy rushing into things,"The sentences may be from a corpus of therapy or counseling sessions, as many involve personal concerns and advice. | The pattern could reflect a transcription artifact where apostrophes are inserted incorrectly due to speech recognition errors. | The sentences might be examples of non-native English or dialectal variation in possessive marking.","The sentences are drawn from a single source (e.g., therapy transcripts) which may have systematic transcription errors. | Some sentences without possessive clitics still contain other grammatical errors, suggesting a broader pattern of non-standard English. | The feature ID may correspond to a specific annotation or error tag, biasing the selection toward sentences with possessive errors.","The analysis is based solely on surface form and does not consider deeper syntactic or semantic context. | The sample size is small and may not be representative of a larger population. | The interpretation may conflate different types of errors (e.g., possessive vs. plural) under one label.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_29190,RE,False,29190,37,0.91,0.52446884,linguistic_structure,,,reflection_surface_template,反映式表层模板,assigned_nonbehavior_component,that_sounds_like_evaluation,"The majority of sentences begin with 'that sounds like', 'it sounds like', or 'sounds like', followed by an evaluative or interpretive phrase about a prior statement or situation. This pattern functions as a reflective listening or summarizing move, often in a therapeutic or advisory context.","The sentences serve as reflective listening or paraphrasing, where the speaker interprets or evaluates the interlocutor's previous utterance, often to show understanding or to guide the conversation.",s001: yeah that sounds like that's a source of frustration || s004: that sounds like a great idea,"The sentences are primarily evaluative, expressing the speaker's judgment (positive, negative, or neutral) about a topic, often using adjectives like 'great', 'exhausting', 'upsetting'. | The sentences function as conversational continuers or backchannels, acknowledging the interlocutor's speech and prompting further elaboration.","The sentences come from a corpus of therapy or counseling sessions, which may bias the pattern toward reflective listening. | Some sentences include additional clauses or questions (e.g., s010, s047), which may deviate from the core pattern but still contain the key phrase.","The pattern is primarily structural; the behavioral function is inferred but not directly observable from the sentences alone. | A few sentences (e.g., s022, s029) embed the pattern in longer utterances, but still contain the key phrase.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_4018,RE,False,4018,41,0.9,0.51783216,linguistic_structure,,,reflection_surface_template,反映式表层模板,assigned_nonbehavior_component,seems_like_feel_pattern,"The majority of sentences use perception verbs (seems, sounds, feels, looks) followed by a complement clause, often with 'like' or 'that', to express the speaker's inference or interpretation of the listener's state or situation.","The sentences function as reflective statements or empathetic inferences, commonly used in therapeutic or counseling contexts to validate or explore the listener's feelings and experiences.",s003: in fact it seems like you're feeling pretty sad and maybe even a little hopeless || s017: ok it seems like you are willing to change your behavior and at the same time you are frustrated about not getting the medication that you need for you to change or support that you need to change,The sentences may represent a therapeutic discourse pattern where the speaker uses tentative language to build rapport and encourage self-disclosure. | The pattern could be a surface artifact of a specific dialogue system or script that frequently uses 'seems like' and 'sounds like' as conversational fillers.,"The dataset may be drawn from a specific domain (e.g., counseling, medical interviews) where such language is common, limiting generalizability. | Some sentences are incomplete or contain transcription errors, making pattern detection noisy.","Outliers include questions, direct requests, and unrelated narratives that do not fit the primary pattern. | The pattern is primarily structural; behavioral function is inferred but not directly evidenced.",4,0.86,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_30798,RE,False,30798,42,0.89,0.51683086,linguistic_structure,,,it_evaluative_construction,it 引导的评价结构,assigned_nonbehavior_component,it_sentences,"The majority of sentences begin with 'It' followed by a verb (e.g., sounds, looks, is) and often include evaluative or descriptive content about a situation, feeling, or fact. This pattern is a linguistic structure where 'It' serves as a dummy subject or referent, and the sentence provides commentary or information.",The available sentences do not support a stable behavioral-function interpretation.,s001: It does sound like something pretty significant happened that sort of  Freaked everybody out. || s003: It’s definitely more than what we would recommend and could certainly be contributing to your high blood pressure.,"The sentences may reflect a therapeutic or counseling discourse where 'It' is used to refer to a client's situation or feeling, but this is not consistent across all sentences. | The pattern could be a surface artifact of transcription where speakers frequently start utterances with 'It' as a filler or discourse marker, but this is less specific.","The dataset may be biased towards sentences beginning with 'It' due to the selection criteria for this feature. | Some sentences (e.g., s022, s047) contain multiple clauses or are fragmented, making the pattern less clear.","The pattern is purely structural and does not capture semantic or functional commonalities. | Two sentences (s049, s050) do not start with 'It', indicating the pattern is not universal.",4,0.96,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_23670,RE,False,23670,43,0.89,0.5163147,linguistic_structure,,,reflection_surface_template,反映式表层模板,assigned_nonbehavior_component,sounds_like_reflection,"The majority of sentences begin with 'sounds like' or a variant, functioning as a reflective or summarizing statement about the interlocutor's situation, often in a therapeutic or coaching context.","The sentences serve as reflective listening or summarizing statements, commonly used in motivational interviewing or therapy to acknowledge and validate the speaker's experience.",s010: sounds like you're noticing quite a few not so good things about alcohol though mom got mad at you you're having decreased focus you're kind of not doing so well in school maybe || s015: sounds like you're concerned about eating too many five foods and not exercising enough,The sentences may be part of a therapeutic dialogue where the therapist uses reflective listening to encourage client elaboration. | The pattern could be a discourse marker for summarizing or paraphrasing the client's previous statements.,"Some sentences are fragments or have different syntactic structures (e.g., 'sounds brilliant' without 'like'). | The dataset may be from a specific domain (e.g., addiction counseling) which influences the pattern.","Outliers include sentences that do not follow the 'sounds like' pattern, such as direct affirmations ('sounds good') or fragments. | The behavioral function is inferred but not explicitly confirmed by the data.",4,0.82,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_3805,RE,False,3805,44,0.87,0.51248056,unclear_or_mixed,,,mixed_counseling_discourse,混合型咨询话语,assigned_nonbehavior_component,therapeutic_discourse_mixed,"The sentences predominantly feature a mix of self-disclosure, reflection, and therapist-like paraphrasing or questioning, often using second-person 'you' to address the speaker or client, with frequent discourse markers like 'so', 'okay', 'it sounds like', and 'you know'. The pattern is a blend of personal narrative and therapeutic reframing, but no single function or structure dominates across all sentences.",The available sentences do not support a stable behavioral-function interpretation.,s001: and I obviously haven't been this way like when I took this job I guess that's when my health started spiraling downwards and I don't know I guess that's when I kind of noticed things were kind of off as far as my health goes so || s017: so it sounds like you're feeling this contradiction of pleasing your dad and meeting his expectations but you also want to enjoy yourself and be young,"The sentences may represent a corpus of psychotherapy sessions, with alternating client self-disclosure and therapist reflections. | The pattern could be a mix of personal narratives and advice-giving, with no single discourse function dominating.","The sentences are likely extracted from different parts of conversations, mixing client and therapist turns. | Transcription artifacts like 'you know', 'like', and hesitations may obscure functional patterns.","The set is heterogeneous, with no single pattern covering all sentences. | Lack of context (e.g., speaker identity) limits functional interpretation.",3,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_13312,RE,False,13312,45,0.93,0.5118123,unclear_or_mixed,,,mixed_counseling_discourse,混合型咨询话语,assigned_nonbehavior_component,counseling_dialogue_mixed,"The sentences appear to be from a counseling or therapeutic dialogue, with a mix of client statements and therapist responses covering topics like health behaviors (drinking, smoking, diet), personal relationships, and self-reflection. The pattern is not highly stable due to varied topics and discourse functions.",The available sentences do not support a stable behavioral-function interpretation.,s001: but in looking through this chart I mean it seems like he's had six or seven of these just in the past year or so that's really a big problem || s006: it does sound like he's concerned about you and and concerned about your health and that he loves you,"The sentences could be from a health coaching session focusing on lifestyle changes. | They might be part of a motivational interviewing script with open-ended questions and reflections. | The set could be a mix of different conversations, not a single coherent dialogue.","The sentences vary in speaker role (therapist vs. client) and topic, making it hard to identify a single pattern. | Some sentences are incomplete or contain transcription errors (e.g., s023 'dying exercise'). | The presence of multiple distinct topics (alcohol, smoking, relationships, asthma) suggests a composite dataset.",No clear majority pattern emerges due to high topic and function diversity. | The sample IDs are consecutive but the dialogue flow is not obvious. | The analysis is based solely on text without context of speaker identity or turn order.,2,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_28688,RE,False,28688,46,0.89,0.51087105,linguistic_structure,,,reflection_surface_template,反映式表层模板,assigned_nonbehavior_component,it sounds/looks like + interpretation,"The majority of sentences use the formulaic expression 'it sounds/looks like' (or 'it sounds as though') to introduce a therapist's reflective interpretation or summary of the client's situation, often followed by a clause describing the client's feelings, behaviors, or circumstances.","The sentences function as reflective listening statements or interpretive summaries in a therapeutic or counseling context, used to check understanding and encourage client elaboration.",s001: it so it sounds like you know you really you really have a reason that you really want to be here you care about your wife can you care about your job and you really like what you do is what I'm hearing right now you're good at it look || s005: what I'm hearing is it sounds like you might feel like maybe who's managing money to a degree the last yeah,"The sentences may represent a specific therapeutic technique (e.g., motivational interviewing) where the therapist uses reflective statements to build rapport. | The pattern could be a transcription artifact where the transcriber consistently rendered the therapist's speech with 'it sounds/looks like' as a discourse marker.","The dataset may be drawn from a single therapeutic context, limiting generalizability. | Some sentences (e.g., s010, s024) are outliers that do not fit the pattern, possibly due to different speakers or transcription errors.",The analysis is based solely on surface linguistic form; deeper pragmatic function may vary across sentences. | Outliers s010 and s024 are not covered by the primary interpretation.,4,0.96,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_15396,RE,False,15396,49,0.9,0.5040166,linguistic_structure,,,it_evaluative_construction,it 引导的评价结构,assigned_nonbehavior_component,it-cleft and evaluative constructions,"The majority of sentences begin with 'it is/was' or a contraction, followed by an adjective, noun phrase, or clause that evaluates or describes a situation, often in a conversational or advisory context.",The available sentences do not support a stable behavioral-function interpretation.,s001: but it is a particular type of job you would like to do and the type of money you would like to make || s005: it is everything seems worse at night,"The sentences are from counseling or medical advice dialogues, often using 'it is' to frame recommendations or reflections. | The pattern reflects a discourse strategy of using dummy 'it' to introduce topics or evaluations in conversational speech.","The dataset may be drawn from a specific domain (e.g., therapy, medical advice) that naturally uses 'it is' constructions. | Transcription artifacts or sentence segmentation might create artificial patterns.","One sentence (s002) does not follow the pattern, but it may be a transcription error or outlier. | The pattern is structural and does not capture semantic or functional diversity.",4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_4662,RE,False,4662,51,0.88,0.49934635,linguistic_structure,,,second_person_evaluation,第二人称评价与经历陈述,assigned_nonbehavior_component,you're statements with evaluation or advice,"The majority of sentences contain the contracted form 'you're' followed by a predicate that evaluates, advises, or describes the listener's state or action, often in a conversational or therapeutic context.","The sentences function as reflections, evaluations, or advice-giving in a counseling or coaching discourse, where the speaker comments on the listener's behavior or feelings.","s001: yeah Chris come on you're getting peer pressure || s010: Okay, well, um, you're going to have to cut the fast food down to no more than once a week","The sentences are from a therapeutic or counseling setting, focusing on the client's behaviors and feelings. | The sentences are characterized by the use of second-person pronouns and present tense, indicating direct address.","Some sentences lack 'you're' but still address the listener (e.g., s033, s035). | The dataset may be drawn from a specific domain (e.g., addiction counseling) that biases the pattern.","The pattern is primarily syntactic; behavioral function is inferred but not directly confirmed. | Some sentences (e.g., s016, s026) are less clearly evaluative or advisory.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_17315,RE,False,17315,52,0.77,0.4983686,linguistic_structure,,,so_discourse_launch,so 引导的话语启动结构,assigned_nonbehavior_component,and so + question/reflection,"Most sentences begin with 'and so' followed by a question or reflective statement, often in a therapeutic or counseling context.","The sentences function as therapeutic prompts or reflections, using 'and so' to connect to prior discourse and elicit client responses.","s003: And so, what can you tell me about that? || s009: and so those times when you decide to quit what are your reasons for quitting?","The sentences are from a corpus of motivational interviewing sessions, characterized by open-ended questions and reflective listening. | The pattern is a surface artifact of transcription conventions where 'and so' is used to mark turn-taking or continuation.","The dataset may be from a single therapeutic context, limiting generalizability. | Some sentences lack 'and so' (e.g., s034) or have 'so' without 'and', but still fit the overall pattern.",The analysis does not account for the full conversational context. | The pattern may be an artifact of the transcription style rather than a genuine linguistic feature.,4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
RE_13966,RE,False,13966,53,0.73,0.48971137,linguistic_structure,,,second_person_evaluation,第二人称评价与经历陈述,assigned_nonbehavior_component,you're statements about health and emotions,"The sentences predominantly use the second-person pronoun 'you' followed by a form of 'be' (are/'re) to make statements about the addressee's emotional state, health behaviors, or personal circumstances, often in a counseling or advice context.","The sentences likely function as reflections, affirmations, or advice in a therapeutic or coaching dialogue, where the speaker mirrors or evaluates the listener's feelings or actions.",s003: You're putting yourself at risk for all these other diseases || s016: you're not feeling like a normal person should be feeling,"The sentences could be from a medical or counseling intake interview, focusing on patient health behaviors and emotional states. | The pattern might reflect a specific annotation template where all sentences begin with 'you' followed by a verb, possibly from a corpus of motivational interviewing transcripts.","Some sentences are fragments or contain transcription errors (e.g., s002, s028), which may obscure the pattern. | The set includes a few questions (s006, s032, s043) that deviate from the declarative pattern but still use 'you'.","The behavioral function is inferred from content but not explicitly labeled; the exact discourse context is unknown. | Some sentences (e.g., s010 'you're welcome') are formulaic and may not fit the health/emotion topic.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
