item_id,label,is_leaf_label,latent_idx,rank_within_label,inclusion_frequency,abs_cohens_d,evidence_class,behavior_component_id,behavior_component,representation_component_id,representation_component,grouping_status,short_name,primary_explanation,candidate_behavioral_explanation,representative_evidence,alternative_explanations,possible_confounds,limitations,card_confidence,model_reported_support_fraction,coding_provenance,grouping_provenance
REC_13169,REC,True,13169,36,0.89,0.757001,behavioral_function,,,,,behavior_unassigned,therapeutic_reflection_and_advice,"The sentences predominantly involve a speaker reflecting on a client's or interlocutor's experiences, feelings, or behaviors, often using phrases like 'it sounds like' or 'I think', and offering advice, encouragement, or interpretation in a therapeutic or counseling context.","The primary behavioral function appears to be reflective listening and motivational interviewing, where the speaker mirrors the client's statements, validates emotions, and gently guides toward change.",s001: I don't think I'm ready to go there yet Michael but it sounds to me like you want to get off of your medication || s007: yeah well it sounds like there's some judgments in there right so it sounds like probably you're having some judgments like I'm feeling really bad yeah,"The sentences could be from a general conversation about health behaviors, with some being client statements and others counselor statements, but the reflective pattern is dominant. | The pattern might be an artifact of transcription from a therapy session, where the counselor uses reflective statements and the client responds with personal narratives.","The dataset may include both counselor and client utterances, mixing reflective and non-reflective sentences. | Some sentences are incomplete or fragmented, making interpretation ambiguous.","The primary interpretation covers about 70% of sentences; outliers include greetings, fragments, and client narratives. | The behavioral function is inferred from linguistic cues but not independently verified.",4,0.7,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
REC_3673,REC,True,3673,38,0.87,0.75062174,behavioral_function,,,,,behavior_unassigned,therapeutic_discourse_markers,"The sentences predominantly feature discourse markers such as 'so', 'okay', 'yeah', 'well', and 'you know', which are characteristic of therapeutic or counseling conversations where a therapist reflects, summarizes, or probes a client's statements.","The sentences function as reflective listening, summarizing, or probing statements typical of a therapist or counselor engaging with a client, often using 'so' to rephrase or 'okay' to transition.",s001: so gosh you're you're actually really drinking quite a lot you know your level of drinking puts you in what we call a high-risk group || s002: yeah well so it sounds like if it sounds to me like if if you didn't quit smoking that you feel like your overall health might really be at risk,"The sentences could be from a motivational interviewing session, focusing on health behavior change (e.g., drinking, smoking). | The pattern might reflect a general conversational style with frequent backchanneling and reformulation, not limited to therapy.","The dataset may be artificially constructed or transcribed from a specific context (e.g., therapy role-play), leading to overrepresentation of certain markers. | Some sentences appear fragmented or contain transcription errors, which may obscure the pattern.","The interpretation is based on discourse markers and pragmatic function, but the exact setting (therapy, coaching, etc.) is inferred. | A few sentences (e.g., s015, s016) are less coherent but still contain markers like 'okay' or 'so'.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
QU_664,QU,False,664,2,1.0,1.6924238,behavioral_function,,,,,behavior_unassigned,motivational_interviewing_scale_questions,"The sentences predominantly consist of questions that ask about importance, confidence, readiness, or motivation using a numerical scale (e.g., 1-10 or 0-10), typical of motivational interviewing techniques.","The sentences function as structured probes to elicit self-assessed motivation, confidence, or readiness for behavior change, often used in counseling or health coaching contexts.",s004: so on a scale of zero to 100 how important do you think it is for you to make this change || s009: and how confident would you say you are right in this moment that you'd be able to make this change and we'll do the same zero to ten scale,"The sentences are a collection of open-ended and scaled questions about behavior change, but the scaled questions are not the majority. | The sentences represent a mix of assessment and counseling questions, with no single dominant pattern.","The dataset may include multiple interviewers or contexts, leading to variation in question types. | Some sentences are incomplete or contain transcription errors, making pattern detection harder.","A significant number of sentences (21 out of 50) do not include a numerical scale, weakening the primary pattern. | The behavioral function is inferred from content but not validated by external context.",3,0.58,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
QU_10916,QU,False,10916,6,1.0,1.2413949,behavioral_function,,,,,behavior_unassigned,health-related open-ended questions,"The majority of sentences are open-ended questions about health behaviors, habits, or personal experiences, often using discourse markers like 'okay', 'so', and 'how' or 'what' to elicit information.","The sentences function as probing questions in a clinical or counseling context, aimed at assessing patient motivation, confidence, or behavior change readiness.",s001: okay so what other things can you tell me about that might affect your blood pressure || s014: okay so how confident are you that you can make these changes on a scale of one to ten one being not confident at all and ten being the most confident you've ever felt,"The sentences are all questions, but some are not health-related (e.g., s004, s025), suggesting a broader interview context. | The pattern may be an artifact of a specific data collection protocol (e.g., motivational interviewing) rather than a stable linguistic feature.","The dataset may include multiple interviewers or contexts, leading to variation in question style. | Some sentences are incomplete or truncated, making interpretation ambiguous.","A few sentences deviate from the health-question pattern, indicating the pattern is not universal. | The behavioral function is inferred from content and discourse markers, but actual context is unknown.",4,0.92,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
QUO_664,QUO,True,664,2,1.0,1.6974965,behavioral_function,,,,,behavior_unassigned,motivational_interviewing_scale_questions,"The sentences predominantly consist of questions that ask about importance, confidence, readiness, or motivation using a numerical scale (e.g., 1-10 or 0-10), typical of motivational interviewing techniques.","The sentences function as structured probes to elicit self-assessed motivation, confidence, or readiness for behavior change, often used in counseling or health coaching contexts.",s004: so on a scale of zero to 100 how important do you think it is for you to make this change || s009: and how confident would you say you are right in this moment that you'd be able to make this change and we'll do the same zero to ten scale,"The sentences are a collection of open-ended and scaled questions about behavior change, but the scaled questions are not the majority. | The sentences represent a mix of assessment and counseling questions, with no single dominant pattern.","The dataset may include multiple interviewers or contexts, leading to variation in question types. | Some sentences are incomplete or contain transcription errors, making pattern detection harder.","A significant number of sentences (21 out of 50) do not include a numerical scale, weakening the primary pattern. | The behavioral function is inferred from content but not validated by external context.",3,0.58,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
QUO_10916,QUO,True,10916,11,1.0,1.1628616,behavioral_function,,,,,behavior_unassigned,health-related open-ended questions,"The majority of sentences are open-ended questions about health behaviors, habits, or personal experiences, often using discourse markers like 'okay', 'so', and 'how' or 'what' to elicit information.","The sentences function as probing questions in a clinical or counseling context, aimed at assessing patient motivation, confidence, or behavior change readiness.",s001: okay so what other things can you tell me about that might affect your blood pressure || s014: okay so how confident are you that you can make these changes on a scale of one to ten one being not confident at all and ten being the most confident you've ever felt,"The sentences are all questions, but some are not health-related (e.g., s004, s025), suggesting a broader interview context. | The pattern may be an artifact of a specific data collection protocol (e.g., motivational interviewing) rather than a stable linguistic feature.","The dataset may include multiple interviewers or contexts, leading to variation in question style. | Some sentences are incomplete or truncated, making interpretation ambiguous.","A few sentences deviate from the health-question pattern, indicating the pattern is not universal. | The behavioral function is inferred from content and discourse markers, but actual context is unknown.",4,0.92,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
GI_13751,GI,True,13751,4,0.99,0.5321207,behavioral_function,,,,,behavior_unassigned,healthcare_professional_reviewing_records,"The sentences predominantly feature a healthcare professional reviewing patient records, noting observations from charts, questionnaires, or profiles, often with expressions like 'I see', 'according to your chart', 'it says here', and 'you have'. The pattern involves referencing documented information (e.g., medication, weight, drinking habits) and sometimes expressing surprise or concern.","The primary behavioral function appears to be information gathering and verification during a clinical consultation, where the speaker reads back or summarizes patient data to confirm accuracy or highlight issues.",s002: great yeah it says here that you're drinking soft drinks in between meals || s007: um now I was taking a look at your medication profile earlier and it looks like you're on two different strengths of lipitor so that obviously it can't be right,"The sentences could be from a counseling session where the speaker uses patient records to guide discussion about lifestyle changes. | Alternatively, they might represent a medical intake interview where the clinician reads back information for verification.","Some sentences (e.g., s016, s035) discuss food options, possibly from a different context like a restaurant or diet plan. | A few sentences (e.g., s011, s040) involve emotional or interpersonal dynamics not directly related to record review.","The dataset includes sentences that may come from multiple speakers or settings, reducing homogeneity. | Transcription errors or incomplete sentences (e.g., s004, s036) make pattern detection less reliable.",4,0.72,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
SU_11948,SU,True,11948,2,0.92,1.0269549,behavioral_function,,,,,behavior_unassigned,therapist_empathic_support,"The sentences predominantly express empathetic support, encouragement, or concern from a therapist or counselor to a client, often using phrases like 'I really want to help you' and 'I really commend you'.","The primary behavioral function is therapeutic support and motivation, including affirmations, reflections, and expressions of commitment to help.",s001: listen I like both Tammy associates I want to help you I really try to help you I don't in your shoes once || s015: I really commend you for taking that first step towards change,"The sentences may be from a smoking cessation counseling session, with many references to quitting smoking and health concerns. | The pattern could be a mix of therapeutic dialogue and casual conversation, with no single dominant function.","The dataset may include multiple speakers or contexts, mixing therapist and client utterances. | Some sentences are incomplete or contain transcription errors, obscuring their function.","Outliers include client responses, off-topic remarks, and unclear utterances that do not fit the therapeutic support pattern. | The behavioral function interpretation is based on pragmatic cues but lacks explicit context.",3,0.66,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
SU_9109,SU,True,9109,11,0.9,0.92014045,behavioral_function,,,,,behavior_unassigned,apology expressions,"The majority of sentences contain an apology expression, typically 'sorry' or 'I'm sorry', often used to express regret, empathy, or politeness in conversational contexts.","The primary behavioral function is apologizing or expressing sympathy, serving to maintain social rapport or acknowledge a mistake or unfortunate situation.",s001: I'm sorry to hear that || s015: I'm really sorry for your loss,"The sentences may represent a mix of conversational openings and closings, with apologies being one type of politeness marker. | The pattern could be an artifact of transcription from customer service or therapy dialogues where apologies are frequent.","The dataset may be drawn from a specific domain (e.g., healthcare, customer service) where apologies are common. | Some sentences without 'sorry' may still have apologetic tone but lack the lexical marker.","The outlier set is large (24 sentences) and includes diverse functions like greetings, thanks, and questions, indicating the pattern does not cover the entire set. | The primary pattern is lexical and may not capture deeper pragmatic functions in all cases.",3,0.52,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
SU_29856,SU,True,29856,18,0.94,0.82080865,behavioral_function,,,,,behavior_unassigned,therapeutic_discourse_I_centered,"The sentences predominantly feature first-person singular pronouns ('I', 'I'm', 'I've') and are set in a therapeutic or counseling context, discussing personal experiences, emotions, and behavioral changes.","The sentences serve various therapeutic functions: reflection, affirmation, advice, and exploration of client issues, as seen in s001 (reflection on relapse), s045 (affirmation), and s046 (advice).",s001: what's happened I mean you were doing so great we got out of rehab you had everything under control you were showing up to the meetings I knew what was happening || s045: I am so proud of you that is awesome Taylor think I am just that couldn't be happier and wait till we tell the group,"The sentences could be from a corpus of addiction counseling sessions, with a focus on relapse prevention and motivation. | The pattern might reflect a general conversational style with high use of 'I' statements, common in personal narratives. | The sentences could be from a dataset of transcribed therapy sessions, explaining the mixture of client and therapist utterances.","The sentences vary in completeness and grammaticality, possibly due to transcription errors or spontaneous speech. | Some sentences (e.g., s003, s025) are fragments that may obscure the intended function. | The presence of both client and therapist voices could mix different behavioral functions.","The analysis assumes a therapeutic context, but not all sentences explicitly confirm this. | The behavioral function interpretation is broad and may not capture specific sub-functions. | Some sentences (e.g., s027 'amber I suppose') are too short to confidently assign a function.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
SU_20778,SU,True,20778,24,0.76,0.745809,behavioral_function,,,,,behavior_unassigned,therapeutic_discourse_markers,"The sentences predominantly feature discourse markers and hedging expressions typical of therapeutic or counseling conversations, such as 'well', 'I think', 'I guess', 'I wonder', 'okay', 'so', and 'you know'. They often include tentative suggestions, reflections, and collaborative planning.","The primary behavioral function appears to be therapeutic guidance and motivational interviewing, characterized by open-ended questions, affirmations, reflective listening, and summarizing.",s003: okay okay the most important thing I mean I've got slides will and statistics and all kinds of scary things I can say but the most important thing from my perspective is what your thoughts are about your smoking where you at with being a cigarette smoker || s011: over yeah all right of all we do have some time right now if it's okay with you I wonder if we could talk a little bit about your drinking habits,"The sentences could be interpreted as a collection of advice-giving or health coaching dialogues, with a focus on behavior change (smoking, drinking, exercise). | Alternatively, they may represent a mix of different therapeutic modalities, but the consistent use of hedging and collaborative language suggests a client-centered approach.","The dataset may be drawn from a single therapy session or a specific corpus of motivational interviewing, which would inflate the apparent pattern. | Some sentences (e.g., s029) include humor or off-topic remarks, but they still use discourse markers like 'You know'.","The analysis is based solely on text without prosodic or contextual cues, which are important in therapeutic discourse. | The sample IDs are sequential and may not represent independent utterances; some are near-duplicates (e.g., s005 and s006).",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
SU_5732,SU,True,5732,29,0.78,0.7155257,behavioral_function,,,,,behavior_unassigned,therapeutic_discourse_markers,"The sentences predominantly feature first-person singular pronouns ('I', 'I've', 'I'm') combined with discourse markers like 'Well' and verbs expressing cognitive states ('think', 'know', 'understand', 'appreciate'), suggesting a pattern of reflective or therapeutic dialogue where a speaker expresses personal thoughts, feelings, or plans.","The sentences appear to function as therapeutic or counseling discourse, where the speaker (likely a therapist or counselor) uses reflective statements, affirmations, and planning language to engage with a client.","s012: Well, I, I really appreciate again your coming in today || s033: I understand you've come here today to the agency because you have a recent arrest","The sentences could be from a medical or clinical intake interview, focusing on patient history and treatment planning. | The pattern might reflect a general conversational style where speakers use 'I' statements to express personal experiences or opinions, not necessarily therapeutic.","The dataset may include multiple speakers or contexts (e.g., therapy, medical, casual conversation) that are not distinguished. | Transcription artifacts or incomplete sentences may obscure the intended function.","The primary interpretation covers about 68% of sentences (34 out of 50), but outliers include diverse topics and structures. | Without speaker labels or context, the behavioral function is inferred from linguistic cues alone.",3,0.68,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
SU_26263,SU,True,26263,32,0.74,0.69237465,behavioral_function,,,,,behavior_unassigned,counseling_dialogue_mixed_functions,"The sentences predominantly reflect a counseling or healthcare dialogue where the speaker uses reflective listening, offers suggestions, and explores client experiences, often with first-person ('I') and second-person ('you') pronouns and discourse markers like 'so', 'yeah', 'and'.","The primary behavioral function is a mix of reflective listening, information gathering, and advice-giving typical of motivational interviewing or therapeutic discourse.",s001: you know we do have some  appointments that are later in the  afternoon and we have appointments early  in the morning or I could give you a  referral || s008: and on the other hand I'm hearing you say that smoking is important in terms of stress relief socializing and it's something you can't imagine ever changing,"The sentences could be seen as a collection of unrelated fragments from different conversations, but the consistent use of counseling language suggests a unified context. | Alternatively, the pattern might be a mix of advice-giving and personal disclosure, but the reflective listening elements dominate.","The sentences are decontextualized, so the exact speaker roles (counselor vs. client) are not always clear. | Some sentences (e.g., s040) discuss travel logistics, which may be from a different domain but still fit a counseling context (e.g., scheduling).","The analysis relies on pragmatic cues that may be ambiguous without full conversational context. | Some sentences (e.g., s014) are garbled, making interpretation uncertain.",4,1.0,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
AF_18492,AF,True,18492,3,1.0,1.8793488,behavioral_function,,,,,behavior_unassigned,affirmative_greeting_and_evaluation,"The majority of sentences contain positive evaluative words (e.g., good, great, nice, awesome, wonderful) often in greeting or closing contexts, suggesting a pattern of affirmative feedback or polite acknowledgment.","The sentences likely function as discourse markers of affirmation, agreement, or positive evaluation in conversational settings, such as therapy or counseling sessions.",s001: yeah good || s008: okay that's very good good,"The pattern may reflect a transcription artifact where only positive utterances were selected. | The sentences could be from a specific genre (e.g., motivational interviewing) where affirmations are common.","The dataset may be biased toward positive interactions, limiting generalizability. | Some sentences (e.g., s019) show negative or neutral content, indicating the pattern is not universal.",The analysis is based solely on surface lexical cues without deeper pragmatic context. | The behavioral function is inferred but not confirmed by external annotation.,4,0.98,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
AF_5320,AF,True,5320,19,0.97,1.0047909,behavioral_function,,,,,behavior_unassigned,gratitude_and_greetings,"The sentences predominantly express gratitude, thanks, or polite greetings, often in conversational or clinical contexts.",The available sentences do not support a stable behavioral-function interpretation.,s001: this information is very helpful thanks Ian || s010: thank you very much I really appreciate your time today,"The sentences are from a healthcare or counseling setting, with many containing greetings and expressions of appreciation. | The sentences show a mix of conversational openings and closings, with gratitude being a common element.","Some sentences contain both gratitude and other topics, making categorization ambiguous. | The dataset may include multiple speakers or contexts, leading to varied expressions.","The primary pattern covers only 26 out of 50 sentences, leaving nearly half as outliers. | Outliers include questions, evaluations, and narrative statements that do not fit the gratitude/greeting pattern.",3,0.52,extracted_unchanged_from_validated_feature_card,current_ai_evidence_review
